#,Keyword,Country,Difficulty,Volume,CPC,CPS,Parent Keyword,Last Update,SERP Features,Global volume,Traffic potential,Global traffic potential,First seen,Intents,Languages,SV trend (03-2024 - 02-2026),SV Forecasting trend (03-2026 - 03-2027),Category
91,pfizer intrinsic value,us,0,50,,,pfizer intrinsic value,2025-12-24 07:58:36,"AI Overview,Thumbnail,People also ask",100,40,40,2020-04-19,"Informational,Branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
92,oxy intrinsic value,us,0,50,,,oxy intrinsic value,2025-11-17 05:31:55,"AI Overview,Thumbnail,Sitelinks,People also ask",80,10,10,2020-02-21,"Informational,Branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
93,how to find intrinsic value,us,2,50,0.40,0.91,intrinsic value formula,2025-12-30 22:23:49,"Sitelinks,People also ask,Discussions,Top stories,Thumbnail,Video preview",70,700,1400,2015-09-05,"Informational,Non-branded,Non-local",English,"119, 136, 86, 83, 73, 72, 72, 92, 93, 71, 53, 66, 66, 64, 54, 35, 47, 33, 44, 48, 40, 39, 35, 35","45, 53, 41, 34, 29, 27, 32, 44, 50, 46, 34, 35, 45",Finance/Investing/Stocks and Bonds
94,disney intrinsic value,us,0,50,,,disney valuation,2026-01-07 03:05:18,"AI Overview,Thumbnail,People also ask",70,40,60,2016-01-14,"Informational,Branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
95,dcf intrinsic value calculator,us,6,50,,,dcf calculator,2026-03-02 05:36:14,Video preview,100,800,1800,2015-10-13,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
96,do warrants have intrinsic value,us,0,50,,,warrant valuation,2026-03-16 00:42:17,"AI Overview,Thumbnail,People also ask,Video preview,Sitelinks",50,30,30,2018-04-25,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Derivatives
97,unitedhealth group unh intrinsic value estimate,us,,50,,,,,,50,,,2025-04-28,,,,,
98,intrinsic value definition ethics,us,1,50,,0.45,intrinsic values,2025-12-23 18:00:09,"Sitelinks,People also ask",60,350,600,2015-11-10,"Informational,Non-branded,Non-local",English,"39, 28, 30, 32, 23, 30, 78, 66, 32, 46, 85, 65, 80, 75, 76, 29, 32, 34, 59, 58, 38, 26, 48, 35",0,Reference/Humanities/Philosophy
99,berkshire hathaway intrinsic value,us,0,50,,,berkshire hathaway intrinsic value,2026-03-11 05:35:59,"AI Overview,Thumbnail,People also ask,Video preview,Sitelinks,Top stories",80,10,10,2015-09-23,"Informational,Branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
100,calculate intrinsic value,us,12,50,1.30,0.98,intrinsic value calculator,2026-03-11 14:38:22,"AI Overview,Video preview,Thumbnail,People also ask,Sitelinks,Top stories",100,700,3300,2015-09-26,"Informational,Non-branded,Non-local",English,"129, 133, 123, 105, 89, 89, 84, 88, 85, 97, 117, 84, 87, 85, 58, 51, 58, 51, 46, 48, 41, 37, 42, 46","54, 61, 51, 36, 25, 22, 22, 41, 51, 38, 37, 42, 49",Finance/Investing/Stocks and Bonds
101,opposite of intrinsic value,us,8,50,,,intrinsic vs extrinsic value,2025-12-27 11:18:23,"AI Overview,Thumbnail,People also ask,Sitelinks",70,500,900,2015-11-11,"Informational,Non-branded,Non-local",English,,,Reference/Humanities/Philosophy
102,adobe intrinsic value,us,,50,,,,,,150,,,2019-08-21,,,,,
103,nvidia stock intrinsic value,us,3,50,,,nvda intrinsic value,2026-03-16 14:11:01,"AI Overview,Thumbnail,People also ask",80,300,600,2017-02-10,"Informational,Branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
104,amc intrinsic value,us,0,50,,,amc intrinsic value,2026-01-01 18:13:55,"AI Overview,Thumbnail,People also ask,Sitelinks",60,50,50,2016-08-26,"Informational,Branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
105,lululemon intrinsic value,us,,50,,,,,,90,,,2018-12-14,,,,,
106,what is an intrinsic value,us,24,50,,,intrinsic value,2025-12-31 01:47:48,"AI Overview,Thumbnail,People also ask,Sitelinks,Top stories,Video preview",90,2100,5800,2016-04-21,"Informational,Non-branded,Non-local",English,,,Finance/Investing
107,intrinsic value of stock calculator,us,1,50,0.60,1.09,intrinsic value calculator,2026-03-12 00:25:18,"Video preview,People also ask",150,700,3300,2015-11-06,"Informational,Non-branded,Non-local",English,"116, 95, 90, 76, 74, 73, 64, 79, 78, 111, 111, 76, 78, 65, 70, 51, 50, 50, 46, 43, 53, 40, 53, 49","55, 50, 51, 41, 39, 32, 36, 52, 54, 52, 51, 47, 53",Finance/Investing/Stocks and Bonds
108,intrinsic value stock,us,12,50,0.00,,intrinsic value formula,2025-11-25 02:54:34,"AI Overview,Thumbnail,Sitelinks,People also ask,Top stories",90,900,1800,2016-04-26,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
109,nike intrinsic value,us,0,50,,,nike intrinsic value,2026-03-16 23:28:02,People also ask,150,40,90,2016-01-19,"Informational,Branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
110,costco intrinsic value,us,0,50,,,costco intrinsic value,2025-12-24 14:50:48,"AI Overview,Thumbnail,People also ask,Sitelinks,Video preview",70,30,30,2018-08-19,"Informational,Branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
111,google stock intrinsic value,us,4,40,,,google intrinsic value,2025-12-29 10:05:18,"AI Overview,Thumbnail,Sitelinks,People also ask,Video preview",60,200,350,2018-03-14,"Informational,Branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
112,market value vs intrinsic value,us,3,40,,,market value vs intrinsic value,2026-01-05 00:08:02,"AI Overview,Thumbnail,Sitelinks,People also ask,Top stories,Video preview",70,20,70,2015-12-03,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
113,intrinsic value of a call option,us,1,40,,,intrinsic value options,2026-01-05 23:43:55,"AI Overview,Thumbnail,People also ask,Top stories",60,700,1300,2016-05-11,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Derivatives
114,amazon stock intrinsic value,us,0,40,,,amazon intrinsic value,2025-12-26 16:52:02,"People also ask,Video preview",70,300,400,2017-07-04,"Informational,Branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
115,call option intrinsic value calculation formula,us,,40,,,,,,40,,,2025-04-25,,,,,
116,microsoft intrinsic value estimate,us,,40,,,,,,40,,,2025-04-06,,,,,
117,crm intrinsic value,us,,40,,,,,,70,,,2018-08-19,,,,,
118,apple stock intrinsic value,us,3,40,,,apple intrinsic value,2026-02-22 04:45:16,"People also ask,Video preview",60,250,450,2017-02-22,"Informational,Branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
119,nvidia intrinsic value estimate 2025,us,,40,,,,,,40,,,2025-04-05,,,,,
120,ups stock intrinsic value,us,,40,,,,,,40,,,2024-02-21,,,,,
121,visa intrinsic value,us,0,40,,,visa valuation,2025-12-19 00:13:45,"AI Overview,Thumbnail,People also ask,Sitelinks",100,20,20,2017-07-04,"Informational,Branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
122,tesla intrinsic value analysis 2025,us,,40,,,,,,50,,,2025-03-07,,,,,
123,intrinsic value calculation,us,18,40,1.30,,intrinsic value formula,2025-12-29 09:42:01,"AI Overview,Thumbnail,Sitelinks,People also ask,Top stories,Video preview",150,700,1400,2015-10-29,"Informational,Non-branded,Non-local",English,"75, 69, 70, 60, 57, 55, 54, 56, 49, 57, 67, 54, 56, 55, 42, 35, 39, 35, 30, 31, 24, 22, 24, 28","27, 29, 25, 22, 23, 29, 24, 28, 24, 25, 24, 27, 27",Finance/Investing/Stocks and Bonds
124,lulu intrinsic value,us,,40,,,,,,50,,,2024-03-22,,,,,
125,intrinsic value podcast,us,,40,,,,,,50,,,2025-01-30,,,,,
126,does fiat money have intrinsic value,us,30,40,,,fiat currency,2025-12-31 01:15:07,"AI Overview,Thumbnail,Sitelinks,People also ask",60,7500,18000,2016-03-21,"Informational,Non-branded,Non-local",English,,,Finance
127,intrinsic value of option formula,us,3,40,,,intrinsic value of option formula,2025-12-30 02:33:18,"People also ask,Sitelinks",150,150,200,2016-07-06,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Derivatives
128,nvidia nvda intrinsic value estimate,us,,40,,,,,,40,,,2025-04-04,,,,,
129,intrinsic value of nvidia,us,5,40,,,nvidia valuation,2025-12-26 01:16:24,"AI Overview,Thumbnail,Sitelinks,People also ask,Video preview",100,600,1100,2018-06-03,"Informational,Branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
130,intrinsic value silver coin,us,,40,,,,,,40,,,2023-09-16,,,,,
131,intrinsic value of gold,us,1,40,1.00,0.75,does gold have intrinsic value,2026-03-10 14:12:32,"AI Overview,Thumbnail,Video preview,Sitelinks,People also ask,Top stories",150,50,50,2015-09-23,"Informational,Non-branded,Non-local",English,"51, 49, 33, 25, 25, 34, 26, 34, 52, 63, 63, 40, 51, 42, 37, 29, 30, 22, 31, 65, 37, 41, 49, 45","46, 44, 45, 38, 40, 38, 36, 41, 38, 42, 49, 45, 47",Finance/Investing/Commodities and Futures Trading
132,novo nordisk intrinsic value analysis,us,,40,,,,,,50,,,2025-04-03,,,,,
133,intrinsic value of call option formula,us,2,40,,,intrinsic value of option formula,2025-12-28 12:02:54,"AI Overview,Thumbnail,People also ask",70,150,200,2015-10-17,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Derivatives
134,bitcoin intrinsic value,us,33,40,,1.1,does bitcoin have intrinsic value,2026-01-03 14:42:53,"Sitelinks,People also ask,Top stories,Thumbnail",60,50,50,2016-04-10,"Informational,Branded,Non-local",English,,,Finance
135,intrinsic value calculation methods,us,,40,,,,,,90,,,2017-08-15,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
136,what is the intrinsic value,us,31,40,,,intrinsic value,2026-01-04 00:25:33,"AI Overview,Thumbnail,People also ask,Sitelinks,Top stories,Video preview",80,2100,8600,2016-04-27,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
137,pfe intrinsic value,us,0,40,,,pfizer intrinsic value,2026-03-12 21:04:21,"AI Overview,Thumbnail,People also ask",50,40,40,2018-12-14,"Informational,Branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
138,free intrinsic value calculator,us,3,40,,,intrinsic value calculator,2026-03-16 16:06:13,"People also ask,Video preview",80,200,400,2016-08-21,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
139,goog intrinsic value,us,3,40,,,google intrinsic value,2026-01-08 01:53:55,"AI Overview,Thumbnail,People also ask,Sitelinks",60,200,350,2020-03-12,"Informational,Branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
140,example of intrinsic value,us,32,40,0.09,0.8,intrinsic value,2026-03-16 04:57:48,"AI Overview,Thumbnail,People also ask,Sitelinks",100,2000,4000,2015-09-22,"Informational,Non-branded,Non-local",English,"57, 51, 36, 36, 23, 47, 84, 71, 48, 38, 100, 74, 42, 45, 37, 26, 22, 39, 69, 59, 33, 34, 59, 57","45, 38, 39, 35, 39, 41, 71, 57, 42, 40, 58, 57, 45",Finance; People and Society/Self-Help and Motivational; People and Society/Social Issues and Advocacy; Reference/General Reference/Dictionaries and Encyclopedias; Reference/General Reference/Educational Resources; Reference/Humanities/Philosophy
141,intrinsic value option,us,2,40,0.01,,intrinsic value options,2026-01-05 13:05:30,"Featured snippet,People also ask,Sitelinks,Top stories,Thumbnail",150,700,1300,2015-10-08,"Informational,Non-branded,Non-local",English,"57, 56, 63, 49, 51, 50, 42, 49, 50, 47, 47, 49, 39, 47, 41, 40, 40, 39, 37, 41, 40, 30, 40, 38","39, 39, 42, 38, 36, 31, 29, 38, 41, 39, 39, 37, 38",Finance/Investing/Derivatives
142,intrinsic value of nvda,us,5,40,,,nvidia valuation,2025-12-26 14:48:02,"AI Overview,Thumbnail,Sitelinks,People also ask,Video preview",50,700,1100,2016-03-03,"Informational,Branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
143,amd stock intrinsic value,us,1,40,,,amd intrinsic value,2026-01-07 16:56:33,People also ask,50,150,200,2018-03-14,"Informational,Branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
144,gold intrinsic value,us,1,40,,,does gold have intrinsic value,2025-12-18 06:23:46,"AI Overview,Thumbnail,Sitelinks,People also ask",100,50,50,2016-06-24,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Commodities and Futures Trading
145,intrinsic value in options,us,1,40,0.00,,intrinsic value options,2025-12-26 10:08:32,"AI Overview,Thumbnail,People also ask,Sitelinks,Top stories,Video preview",150,700,1400,2018-12-16,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Derivatives
146,meta platforms intrinsic value estimate,us,,40,,,,,,50,,,2025-04-04,,,,,
147,sana biotechnology intrinsic value analysis,us,,40,,,,,,40,,,2025-04-30,,,,,
148,hdfc bank intrinsic value,us,,40,,,,,,250,,,2020-03-06,,,,,
149,tsmc intrinsic value,us,,40,,,,,,90,,,2021-01-21,,,,,
150,adbe intrinsic value,us,,40,,,,,,70,,,2017-06-25,,,,,
151,the intrinsic value podcast,us,,40,,,,,,60,,,2025-01-15,,,,,
152,nvidia intrinsic value 2025,us,,40,,,,,,50,,,2025-02-24,,,,,
153,stock intrinsic value,us,6,40,0.90,1.02,intrinsic value,2026-03-16 18:49:52,"Sitelinks,People also ask,Video preview",90,1000,3000,2015-10-05,"Informational,Non-branded,Non-local",English,"97, 94, 76, 61, 60, 75, 57, 56, 65, 67, 67, 62, 59, 48, 49, 38, 38, 41, 37, 36, 39, 47, 47, 44","45, 43, 51, 43, 40, 39, 40, 47, 45, 46, 46, 44, 44",Finance/Investing/Stocks and Bonds
154,s&p 500 intrinsic value,us,,40,,,,,,60,,,2020-02-07,,,,,
155,intrinsic value of money,us,19,40,,0.49,intrinsic value,2026-01-08 00:54:38,"AI Overview,Thumbnail,Sitelinks,People also ask",250,2000,8500,2015-09-15,"Informational,Non-branded,Non-local",English,,,Finance/Investing
156,c intrinsic value,us,0,40,,,c intrinsic value,2025-12-26 14:45:33,People also ask,40,20,20,2021-03-08,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
157,intrinsic value meaning philosophy,us,,40,,,,,,100,,,2019-05-02,,,,,
158,warren buffett intrinsic value formula,us,6,40,,,warren buffett intrinsic value formula,2025-12-26 09:41:18,"AI Overview,Thumbnail,Sitelinks,People also ask,Video preview,Top stories",70,50,70,2017-01-24,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
159,call option intrinsic value calculation,us,,40,,,,,,50,,,2025-02-19,,,,,
160,alibaba intrinsic value,us,0,40,,,baba intrinsic value,2025-12-21 23:39:02,"AI Overview,Thumbnail,People also ask,Sitelinks",90,40,50,2018-03-16,"Informational,Branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
161,intrinsic vs extrinsic value examples,us,0,40,,,extrinsic value,2025-12-27 17:43:18,"Featured snippet,People also ask,Discussions,Sitelinks",80,450,700,2016-09-10,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Derivatives
162,intrinsic value of stock formula,us,12,40,0.80,1.04,intrinsic value formula,2025-12-21 00:08:02,"AI Overview,Thumbnail,Sitelinks,People also ask,Video preview",100,900,1600,2016-04-10,"Informational,Non-branded,Non-local",English,"91, 100, 72, 49, 45, 39, 48, 82, 94, 80, 50, 67, 86, 69, 74, 36, 35, 22, 33, 38, 31, 30, 23, 29","38, 40, 31, 18, 16, 13, 14, 20, 21, 17, 11, 14, 17",Finance/Investing/Stocks and Bonds
163,tata steel intrinsic value,us,,40,,,,,,4500,,,2020-03-18,,,,,
164,intrinsic value of call option,us,1,40,,,intrinsic value options,2025-12-28 00:54:52,"AI Overview,Thumbnail,People also ask,Top stories,Sitelinks,Video preview",100,800,1400,2015-09-28,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Derivatives
165,tcs intrinsic value,us,,40,,,,,,350,,,2020-03-11,,,,,
166,put option intrinsic value calculation,us,,40,,,,,,50,,,2025-03-10,,,,,
167,tesla stock intrinsic value,us,5,40,,,tesla fundamentals,2025-12-27 01:12:48,"AI Overview,Thumbnail,People also ask,Sitelinks",60,1200,1600,2016-12-24,"Informational,Branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
168,baba intrinsic value,us,0,40,,,alibaba intrinsic value,2025-11-17 08:55:25,"AI Overview,Thumbnail,People also ask,Sitelinks",100,20,30,2018-04-17,"Informational,Branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
169,hims intrinsic value,us,,30,,,,,,60,,,2024-06-12,,,,,
170,bitcoin intrinsic value debate 2026,us,,30,,,,,,40,,,2026-01-19,,,,,
171,hca healthcare intrinsic value analysis,us,,30,,,,,,30,,,2025-05-30,,,,,
172,what is intrinsic value?,us,6,30,,,intrinsic value,2026-03-10 15:15:32,"AI Overview,Thumbnail,Video preview,People also ask,Sitelinks,Top stories",40,2000,4000,2016-09-28,"Informational,Non-branded,Non-local",English,,,Finance/Investing
173,intrinsic value psychology,us,1,30,,0.44,intrinsic values,2025-12-24 19:25:02,"AI Overview,Thumbnail,People also ask,Sitelinks",40,70,80,2015-10-29,"Informational,Non-branded,Non-local",English,"37, 47, 27, 21, 24, 33, 51, 30, 39, 30, 24, 40, 20, 18, 31, 12, 29, 15, 25, 41, 31, 22, 18, 22",22,Health/Mental Health
174,intrinsic value definition economics,us,12,30,,,intrinsic value,2026-01-05 08:14:32,"AI Overview,Thumbnail,Sitelinks,People also ask,Video preview",30,2100,8600,2016-10-27,"Informational,Non-branded,Non-local",English,,,Finance/Investing
175,oxy stock intrinsic value,us,,30,,,,,,40,,,2020-04-20,,,,,
176,netflix intrinsic value,us,1,30,,,netflix valuation,2025-12-28 18:11:17,"AI Overview,Thumbnail,People also ask,Sitelinks,Top stories",80,50,90,2018-04-13,"Informational,Branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
177,trip.com intrinsic value analysis,us,,30,,,,,,30,,,2025-06-08,,,,,
178,warren buffett intrinsic value calculator,us,0,30,0.45,,warren buffett intrinsic value calculator,2026-03-15 06:49:32,"Video preview,People also ask",50,10,10,2016-01-07,"Informational,Non-branded,Non-local",English,"36, 17, 42, 35, 36, 34, 47, 30, 93, 64, 35, 34, 45, 33, 40, 40, 36, 35, 19, 15, 22, 21, 29, 23","28, 22, 26, 28, 18, 20, 14, 15, 25, 23, 31, 26, 30",Finance/Investing/Stocks and Bonds
179,intrinsic value options trading definition,us,,30,,,,,,50,,,2025-03-16,,,,,
180,options intrinsic vs extrinsic value,us,0,30,,,intrinsic vs extrinsic value options,2025-12-23 22:06:21,"AI Overview,Thumbnail,Sitelinks,People also ask,Top stories,Discussions",30,100,100,2015-12-29,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Derivatives
181,tesla intrinsic value estimate,us,,30,,,,,,40,,,2025-03-20,,,,,
182,warren buffett intrinsic value calculation,us,11,30,,,,,,60,,,2016-04-25,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
183,pypl intrinsic value,us,0,30,,,paypal intrinsic value,2026-03-16 06:16:35,"AI Overview,Thumbnail,People also ask,Top stories",40,60,90,2020-05-11,"Informational,Branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
184,intrinsic value of put option,us,2,30,,,intrinsic value options,2025-11-26 16:15:40,"AI Overview,Thumbnail,People also ask,Sitelinks,Top stories",80,700,1400,2016-04-13,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Derivatives
185,nvidia intrinsic value analysis 2025,us,,30,,,,,,40,,,2025-04-05,,,,,
186,khc intrinsic value,us,0,30,,,khc intrinsic value,2026-01-05 05:08:33,"AI Overview,Thumbnail,People also ask",40,0,0,2018-08-13,"Informational,Branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
